Time [s],X [°/s],Y [°/s],Z [°/s]
191.25725,8.789197,-176.3943,-16.60182
191.2585,10.00992,-177.4929,-17.82254
191.25975,9.643702,-175.2956,-17.94461
191.261,10.13199,-177.7371,-18.67704
191.262,8.911269,-176.2722,-18.67704
191.26325,10.49821,-174.9294,-20.14191
191.2645,10.86442,-183.1083,-20.50813
191.26575,10.62028,-181.3992,-20.26398
191.267,11.47478,-178.8357,-21.60678
191.268,12.57343,-180.911,-21.72885
191.26925,12.81758,-178.4695,-22.94957
191.2705,12.20722,-175.6619,-22.33921
191.27175,12.32929,-179.0799,-21.60678
191.273,13.67208,-185.7939,-21.97299
191.27425,13.18379,-185.9159,-23.31579
191.2755,12.93965,-178.9578,-24.04822
191.27675,14.40452,-178.2254,-23.55993
191.278,14.52659,-179.9344,-23.92615
191.279,13.55001,-179.8123,-23.31579
191.28025,14.52659,-180.5448,-23.07164
191.2815,14.64866,-186.038,-23.682
191.28275,15.01488,-184.329,-24.78065
191.284,14.16037,-178.9578,-24.41443
191.285,13.67208,-178.8357,-24.41443
191.28625,13.30587,-179.5682,-23.43786
191.2875,14.28244,-180.7889,-23.31579
191.28875,14.77073,-180.3006,-22.94957
191.29,14.28244,-182.0096,-23.31579
191.29125,14.28244,-177.9812,-22.70543
191.2925,15.13695,-179.6902,-21.60678
191.29375,13.91623,-184.2069,-20.99641
191.295,13.30587,-181.5213,-21.36263
191.296,14.28244,-182.1317,-21.60678
191.29725,13.79416,-176.3943,-20.38605
191.2985,13.55001,-178.8357,-20.14191
191.29975,13.18379,-175.1736,-20.50813
191.301,12.93965,-173.0983,-18.4329
191.30225,12.45136,-173.2204,-17.70047
191.3035,12.20722,-175.7839,-18.79911
191.30475,12.69551,-176.6384,-17.45632
191.306,10.74235,-176.8826,-17.21218
191.307,10.25406,-175.1736,-15.74731
191.30825,11.35271,-170.5348,-15.25902
191.3095,11.96307,-171.6335,-13.91623
191.31075,10.49821,-175.6619,-12.69551
191.312,10.37613,-173.8308,-12.32929
191.313,9.643702,-170.901,-11.71893
191.31425,9.521629,-168.9479,-11.841
191.3155,11.35271,-174.5632,-10.9865
191.31675,10.25406,-171.9997,-10.25406
191.318,10.37613,-168.3375,-9.521629
191.31925,10.62028,-169.8024,-9.155413
191.3205,9.399557,-169.8024,-8.300908
191.32175,8.300908,-168.5817,-7.568475
191.323,7.812619,-168.2155,-7.812619
191.324,7.568475,-162.1118,-7.32433
191.32525,9.155413,-167.2389,-5.004959
191.3265,9.155413,-170.1686,-4.638742
191.32775,7.812619,-168.0934,-4.150454
191.329,7.812619,-170.1686,-3.784237
191.33,6.71397,-172.1218,-3.173877
191.33125,6.469825,-169.4362,-2.319371
191.3325,6.591897,-161.8677,-1.831083
191.33375,6.469825,-163.3326,-1.220722
191.335,6.347753,-167.3609,-0.3662165
191.33625,6.347753,-169.6803,-0.3662165
191.3375,5.61532,-169.07,0.1220722
191.33875,6.469825,-170.2907,0.4882887
191.34,5.859465,-171.1452,0.4882887
191.341,5.249104,-170.2907,1.09865
191.34225,5.737392,-173.4646,2.441443
191.3435,4.272526,-174.197,2.319371
191.34475,4.028382,-164.5533,3.295949
191.346,5.493248,-166.3844,3.784237
191.347,4.394598,-169.07,4.516671
191.34825,4.760815,-170.2907,4.272526
191.3495,3.90631,-167.6051,5.004959
191.35075,5.493248,-170.2907,6.103609
191.352,5.249104,-176.3943,6.469825
191.35325,3.173877,-167.9713,6.591897
191.3545,3.90631,-165.0416,7.32433
191.35575,4.028382,-165.4078,7.690547
191.357,2.929732,-161.7456,7.202258
191.358,3.051804,-167.483,8.667125
191.35925,3.540093,-168.9479,9.643702
191.3605,4.150454,-170.4128,10.00992
191.36175,3.173877,-168.2155,10.37613
191.363,3.295949,-164.1871,10.13199
191.36425,2.929732,-159.3042,11.59686
191.3655,3.295949,-159.3042,11.35271
191.36675,3.173877,-158.5718,10.86442
191.368,2.319371,-162.7222,12.08514
191.369,2.563516,-160.0366,13.67208
191.37025,2.319371,-160.2808,13.55001
191.3715,2.075227,-161.6236,13.30587
191.37275,0.9765774,-158.0835,14.40452
191.374,1.953155,-161.9898,14.40452
191.375,2.563516,-167.6051,14.52659
191.37625,1.953155,-166.0182,15.50317
191.3775,2.075227,-165.774,15.62524
191.37875,1.831083,-162.2339,15.01488
191.38,1.09865,-165.5299,16.2356
191.38125,0.6103609,-162.1118,16.96803
191.3825,1.831083,-161.6236,16.11353
191.38375,2.197299,-166.9947,16.96803
191.385,0.6103609,-166.7506,17.94461
191.386,0.3662165,-164.7974,18.06668
191.38725,-0.7324331,-164.4312,18.92119
191.3885,-0.9765774,-157.5952,19.2874
191.38975,0.6103609,-161.0132,18.79911
191.391,0.8545052,-163.4546,19.2874
191.392,0.1220722,-165.1637,19.40948
191.39325,0.1220722,-165.1637,20.01984
191.3945,0.6103609,-162.9664,20.26398
191.39575,0.4882887,-160.0366,21.24056
191.397,1.220722,-166.7506,19.77569
191.39825,1.586938,-168.8258,19.53155
191.3995,0.6103609,-162.2339,20.99641
191.40075,0.6103609,-156.2524,20.87434
191.402,-0.3662165,-160.0366,21.11849
191.403,0,-164.5533,21.24056
191.40425,-0.4882887,-162.1118,22.09506
191.4055,0.7324331,-163.0884,21.36263
191.40675,0.7324331,-167.3609,20.50813
191.408,-0.3662165,-162.6001,20.87434
191.40925,0,-164.9195,21.72885
191.4105,-0.7324331,-165.4078,21.24056
191.41175,-0.1220722,-166.8727,21.85092
191.413,0.7324331,-169.07,21.4847
191.414,0.6103609,-168.8258,21.36263
191.41525,0.4882887,-166.0182,21.72885
191.4165,-0.3662165,-162.1118,22.94957
191.41775,0.3662165,-162.4781,22.46128
191.419,0.9765774,-165.0416,22.46128
191.42,0.8545052,-161.5015,22.70543
191.42125,0.7324331,-161.5015,23.19371
191.4225,0.4882887,-159.4263,22.94957
191.42375,1.586938,-157.5952,22.09506
191.425,0.8545052,-163.9429,22.94957
191.42625,0.4882887,-160.0366,23.55993
191.4275,2.319371,-159.3042,23.55993
191.42875,0.6103609,-167.6051,25.14687
191.43,-0.4882887,-161.2573,23.43786
191.431,0.4882887,-161.3794,23.80407
191.43225,-0.8545052,-158.4497,23.31579
191.4335,-0.2441444,-164.4312,25.39101
191.43475,-0.2441444,-163.6988,25.26894
191.436,0.1220722,-167.7272,25.14687
191.437,-0.8545052,-162.9664,26.24552
191.43825,-1.464866,-157.5952,25.63516
