Time [s],X [°/s],Y [°/s],Z [°/s]
22.96575,14.89281,-2.441443,4.272526
22.967,14.77073,-3.418021,4.028382
22.96825,14.64866,-3.173877,3.662165
22.9695,15.01488,-1.831083,4.150454
22.97075,15.25902,-2.319371,4.516671
22.972,13.79416,-0.6103609,4.760815
22.973,13.30587,-0.3662165,4.882887
22.97425,13.18379,-0.7324331,5.371176
22.9755,13.30587,0.1220722,5.493248
22.97675,14.0383,-0.8545052,5.127031
22.978,13.91623,-1.09865,4.638742
22.979,12.20722,0.6103609,4.760815
22.98025,11.96307,0.9765774,5.249104
22.9815,13.67208,0.4882887,5.249104
22.98275,13.18379,0.6103609,5.127031
22.984,12.57343,0.8545052,5.004959
22.98525,12.08514,1.464866,5.127031
22.9865,12.08514,1.220722,5.004959
22.98775,11.96307,0.9765774,5.371176
22.989,12.08514,1.342794,4.516671
22.99,11.35271,0.8545052,4.150454
22.99125,11.35271,2.075227,5.004959
22.9925,11.23064,1.953155,5.61532
22.99375,10.49821,2.197299,5.859465
22.995,10.00992,1.586938,5.493248
22.99625,10.62028,1.464866,6.347753
22.9975,10.13199,1.70901,5.249104
22.99875,9.765774,2.075227,5.127031
23,10.62028,2.319371,5.249104
23.001,9.887846,0.9765774,5.61532
23.00225,8.911269,1.953155,5.737392
23.0035,9.277485,0.7324331,5.859465
23.00475,8.178836,2.929732,6.958114
23.006,7.690547,2.80766,6.71397
23.007,7.812619,0.9765774,5.981536
23.00825,6.958114,2.563516,6.225681
23.0095,6.71397,3.051804,6.347753
23.01075,6.347753,2.80766,6.225681
23.012,6.347753,1.831083,6.591897
23.01325,5.981536,2.685588,6.591897
23.0145,6.103609,2.319371,6.103609
23.01575,5.981536,3.295949,5.859465
23.017,6.225681,3.295949,6.225681
23.018,4.516671,4.272526,6.103609
23.01925,4.272526,4.272526,6.836042
23.0205,3.051804,3.662165,7.080186
23.02175,3.295949,2.685588,7.446403
23.023,4.272526,1.953155,6.225681
23.02425,2.929732,3.173877,5.249104
23.0255,3.173877,2.685588,6.591897
23.02675,1.342794,2.929732,6.591897
23.028,1.464866,3.051804,6.103609
23.029,1.586938,1.953155,5.981536
23.03025,0.3662165,1.586938,5.737392
23.0315,1.464866,1.464866,5.493248
23.03275,-0.2441444,1.464866,6.103609
23.034,0.1220722,0.8545052,5.61532
23.03525,-2.075227,0.4882887,5.249104
23.0365,-2.441443,-0.9765774,5.61532
23.03775,-2.075227,0.1220722,6.103609
23.039,-2.929732,-0.1220722,5.249104
23.04,-4.272526,-0.4882887,3.784237
23.04125,-4.760815,-0.7324331,4.638742
